ID,year,month,mean,lon,lat
3,2016,7,51.4516129,-112.183575,36.058642
3,2016,8,49.8,-112.183575,36.058642
4,1990,6,50.13793103,-109.389058,32.009405
4,1990,7,53.53333333,-109.389058,32.009405
4,1990,8,47.12903226,-109.389058,32.009405
4,1991,6,50.96153846,-109.389058,32.009405
4,1991,7,47.76,-109.389058,32.009405
4,1991,8,-9999,-109.389058,32.009405
4,1992,6,51.66666667,-109.389058,32.009405
4,1992,7,47.19230769,-109.389058,32.009405
4,1992,8,46.4,-109.389058,32.009405
4,1993,6,56.16666667,-109.389058,32.009405
4,1993,7,-9999,-109.389058,32.009405
4,1993,8,47.8,-109.389058,32.009405
4,1994,6,54.35714286,-109.389058,32.009405
4,1994,7,59.46666667,-109.389058,32.009405
4,1994,8,56.82758621,-109.389058,32.009405
4,1995,6,57.45454545,-109.389058,32.009405
4,1995,7,53.55555556,-109.389058,32.009405
4,1995,8,-9999,-109.389058,32.009405
4,1996,6,59.12,-109.389058,32.009405
4,1996,7,55.5,-109.389058,32.009405
4,1996,8,49.13333333,-109.389058,32.009405
4,1997,6,52.19230769,-109.389058,32.009405
4,1997,7,49.625,-109.389058,32.009405
4,1997,8,50.875,-109.389058,32.009405
4,1998,6,52.23333333,-109.389058,32.009405
4,1998,7,52.86666667,-109.389058,32.009405
4,1998,8,56.23333333,-109.389058,32.009405
4,1999,6,56.33333333,-109.389058,32.009405
4,1999,7,42.22727273,-109.389058,32.009405
4,1999,8,49.35714286,-109.389058,32.009405
4,2000,6,50.8,-109.389058,32.009405
4,2000,7,57.09677419,-109.389058,32.009405
4,2000,8,57.52,-109.389058,32.009405
4,2001,6,54.26666667,-109.389058,32.009405
4,2001,7,51.53571429,-109.389058,32.009405
4,2001,8,49.60869565,-109.389058,32.009405
4,2002,6,58.64,-109.389058,32.009405
4,2002,7,-9999,-109.389058,32.009405
4,2002,8,52.95833333,-109.389058,32.009405
4,2003,6,54.51724138,-109.389058,32.009405
4,2003,7,60.35483871,-109.389058,32.009405
4,2003,8,59.08333333,-109.389058,32.009405
4,2004,6,52.62068966,-109.389058,32.009405
4,2004,7,55.41935484,-109.389058,32.009405
4,2004,8,52.10714286,-109.389058,32.009405
4,2005,6,57.42857143,-109.389058,32.009405
4,2005,7,56.16129032,-109.389058,32.009405
4,2005,8,50.33333333,-109.389058,32.009405
